split_seed,model_seed,method,state,arm,acc,aurc,augrc,auroc,aurc_rawT,auroc_rawT,aurc_cleanT,auroc_cleanT,temperature,crc_threshold,crc_calibration_selection_stat,crc_heldout_empirical_joint_loss,crc_heldout_coverage,crc_heldout_selective_risk,crc_feasible,n_calib_units,n_eval_units,n_temp_roi,n_calib_roi,n_eval_roi,mondrian_plugin_cond_risk,mondrian_plugin_cov,naive_plugin_cond_risk,naive_plugin_cov,plugin_margin_neff,plugin_margin_icc,plugin_degenerate,mondrian_plugin_cov_rowsized,naive_plugin_cov_rowsized,mondrian_plugin_cond_risk_rowsized,naive_plugin_cond_risk_rowsized
8,7,b2,dropB10,mondrian,77.3777,7.76924,5.77544,81.6247,7.76924,81.6244,7.76993,81.6199,0.991225,0.632109,9.98786,8.30109,70.2178,11.8219,1,69,69,46,69,69,8.60469,60.0081,8.58469,59.9669,887,0.0471445,0,63.1074,62.6061,9.60503,9.4294
8,7,b2,dropB10,naive,77.3777,7.76924,5.77544,81.6247,7.76924,81.6244,7.76993,81.6199,1.07336,0.647955,9.90345,7.03152,66.2207,10.6183,1,69,69,46,69,69,8.60469,60.0081,8.58469,59.9669,887,0.0471445,0,63.1074,62.6061,9.60503,9.4294
8,7,b2,dropB10,naiveThr_freshT,77.3777,7.76924,5.77544,81.6247,7.76924,81.6244,7.76993,81.6199,0.991225,0.672933,9.89929,7.0808,66.3949,10.6647,1,69,69,46,69,69,8.60469,60.0081,8.58469,59.9669,887,0.0471445,0,63.1074,62.6061,9.60503,9.4294
8,7,b2,dropB1B9B10,mondrian,75.7946,8.53956,6.24104,81.9504,8.54333,81.9419,8.54877,81.9284,0.943159,0.614452,9.99274,8.03659,68.592,11.7165,1,69,69,46,69,69,8.30946,55.8872,7.73184,53.2459,591,0.0659159,0,60.7777,56.2791,9.46182,8.40887
8,7,b2,dropB1B9B10,naive,75.7946,8.53956,6.24104,81.9504,8.54333,81.9419,8.54877,81.9284,1.07336,0.647955,9.90345,5.76558,60.4417,9.53908,1,69,69,46,69,69,8.30946,55.8872,7.73184,53.2459,591,0.0659159,0,60.7777,56.2791,9.46182,8.40887
8,7,b2,dropB1B9B10,naiveThr_freshT,75.7946,8.53956,6.24104,81.9504,8.54333,81.9419,8.54877,81.9284,0.943159,0.689066,9.8903,5.82971,60.7786,9.59171,1,69,69,46,69,69,8.30946,55.8872,7.73184,53.2459,591,0.0659159,0,60.7777,56.2791,9.46182,8.40887
8,7,b2,L2A_real,mondrian,60.6892,30.8355,15.5997,67.0002,30.4851,66.8383,30.4813,66.8569,5.15233,0.664613,9.97173,9.53949,40.9627,23.2883,1,69,69,46,69,69,nan,0,37.533,90.2466,1,0.0422125,1,0,91.4486,nan,37.6862
8,7,b2,L2A_real,naive,60.6892,30.8355,15.5997,67.0002,30.4851,66.8383,30.4813,66.8569,1.07336,0.647955,9.90345,35.0699,92.8877,37.7552,1,69,69,46,69,69,nan,0,37.533,90.2466,1,0.0422125,1,0,91.4486,nan,37.6862
8,7,b2,L2A_real,naiveThr_freshT,60.6892,30.8355,15.5997,67.0002,30.4851,66.8383,30.4813,66.8569,5.15233,0.341057,9.94774,36.8174,96.05,38.3315,1,69,69,46,69,69,nan,0,37.533,90.2466,1,0.0422125,1,0,91.4486,nan,37.6862
8,8,proposed,clean,mondrian,80.4135,5.86173,4.51491,83.5133,5.86987,83.4758,5.86173,83.5133,1.15013,0.640677,9.98726,8.08877,76.458,10.5794,1,69,69,46,69,69,8.38493,69.0831,8.38493,69.0831,1006,0.0484451,0,72.5142,72.5142,9.425,9.425
8,8,proposed,clean,naive,80.4135,5.86173,4.51491,83.5133,5.86987,83.4758,5.86173,83.5133,1.15013,0.640677,9.98726,8.08877,76.458,10.5794,1,69,69,46,69,69,8.38493,69.0831,8.38493,69.0831,1006,0.0484451,0,72.5142,72.5142,9.425,9.425
8,8,proposed,clean,naiveThr_freshT,80.4135,5.86173,4.51491,83.5133,5.86987,83.4758,5.86173,83.5133,1.15013,0.640677,9.98726,8.08877,76.458,10.5794,1,69,69,46,69,69,8.38493,69.0831,8.38493,69.0831,1006,0.0484451,0,72.5142,72.5142,9.425,9.425
8,8,proposed,dropB10,mondrian,78.9108,6.78709,5.12588,82.5616,6.79139,82.541,6.78684,82.5631,1.13438,0.639311,9.92,8.22101,73.7804,11.1425,1,69,69,46,69,69,7.77499,63.1791,8.64654,66.1568,878,0.0506413,0,67.1554,69.2953,8.9677,9.6912
8,8,proposed,dropB10,naive,78.9108,6.78709,5.12588,82.5616,6.79139,82.541,6.78684,82.5631,1.15013,0.640677,9.98726,8.01848,73.2304,10.9497,1,69,69,46,69,69,7.77499,63.1791,8.64654,66.1568,878,0.0506413,0,67.1554,69.2953,8.9677,9.6912
8,8,proposed,dropB10,naiveThr_freshT,78.9108,6.78709,5.12588,82.5616,6.79139,82.541,6.78684,82.5631,1.13438,0.644751,9.98345,8.02609,73.2565,10.9561,1,69,69,46,69,69,7.77499,63.1791,8.64654,66.1568,878,0.0506413,0,67.1554,69.2953,8.9677,9.6912
8,8,proposed,dropB1B9B10,mondrian,76.9162,7.90973,5.86483,81.9746,7.911,81.9532,7.90966,81.9733,1.16534,0.650058,9.99446,8.46304,71.2246,11.8822,1,69,69,46,69,69,8.04381,58.6736,9.83717,65.0662,914,0.0456481,0,63.1973,68.5182,9.28773,10.9204
8,8,proposed,dropB1B9B10,naive,76.9162,7.90973,5.86483,81.9746,7.911,81.9532,7.90966,81.9733,1.15013,0.640677,9.98726,8.95254,72.6065,12.3302,1,69,69,46,69,69,8.04381,58.6736,9.83717,65.0662,914,0.0456481,0,63.1973,68.5182,9.28773,10.9204
8,8,proposed,dropB1B9B10,naiveThr_freshT,76.9162,7.90973,5.86483,81.9746,7.911,81.9532,7.90966,81.9733,1.16534,0.636775,9.99048,8.94348,72.579,12.3224,1,69,69,46,69,69,8.04381,58.6736,9.83717,65.0662,914,0.0456481,0,63.1973,68.5182,9.28773,10.9204
8,8,proposed,L2A_real,mondrian,68.177,15.7718,10.4506,75.1704,16.2807,74.4687,16.1959,74.601,2.83763,0.719779,9.98548,8.46667,53.7975,15.738,1,69,69,46,69,69,7.81171,22.5926,28.678,88.4142,356,0.0441689,0,30.1507,89.7804,9.41219,29.1281
8,8,proposed,L2A_real,naive,68.177,15.7718,10.4506,75.1704,16.2807,74.4687,16.1959,74.601,1.15013,0.640677,9.98726,26.9373,91.0413,29.588,1,69,69,46,69,69,7.81171,22.5926,28.678,88.4142,356,0.0441689,0,30.1507,89.7804,9.41219,29.1281
8,8,proposed,L2A_real,naiveThr_freshT,68.177,15.7718,10.4506,75.1704,16.2807,74.4687,16.1959,74.601,2.83763,0.430513,9.86946,28.1533,94.312,29.8512,1,69,69,46,69,69,7.81171,22.5926,28.678,88.4142,356,0.0441689,0,30.1507,89.7804,9.41219,29.1281
8,8,b2,clean,mondrian,79.0412,6.64432,5.03598,82.8592,6.64726,82.8496,6.64432,82.8592,1.07938,0.644265,9.9647,7.71594,73.1721,10.5449,1,69,69,46,69,69,8.31546,65.8574,8.31546,65.8574,924,0.0506303,0,68.8412,68.8412,9.23198,9.23198
