seed,method,state,IoU_clear,IoU_thick,IoU_thin,IoU_shadow,miou,audc,support_clear,support_thick,support_thin,support_shadow
4,b4,clean,77.44633951450693,72.754151267503,34.0361128658665,38.79779776768254,55.75860035388974,48.364819104420384,151794,86281,26563,27862
4,b4,dropB10,76.42361017994584,71.44518186963009,23.19409902780918,36.33309549292425,51.84899664257734,48.364819104420384,151794,86281,26563,27862
4,b4,dropB1B9B10,74.70430631076394,69.78536664833935,17.682060390763766,35.86424072778166,49.50899351941218,48.364819104420384,151794,86281,26563,27862
4,b4,L2A_real,62.927034129465774,55.29707357015467,0.0262133013780707,0.15736766809728184,29.601922167273948,48.364819104420384,151794,86281,26563,27862
4,b6,clean,77.8975800794304,72.74568983338156,32.380492256488715,37.429787737243544,55.113387476636056,32.74412929599988,151794,86281,26563,27862
4,b6,dropB10,72.14430104182864,68.3286113056842,18.015919238982722,21.507249634708327,44.999020305300974,32.74412929599988,151794,86281,26563,27862
4,b6,dropB1B9B10,58.99577434715898,51.212803680099675,10.773114704926638,17.075903277004947,34.51439900229756,32.74412929599988,151794,86281,26563,27862
4,b6,L2A_real,61.99197241594201,49.95689459594356,2.3080430741169455,0.33769523005487545,28.648651329014342,32.74412929599988,151794,86281,26563,27862
4,proposed,clean,78.09056306892788,73.13067821127889,33.76974564926372,40.27798402185857,56.31724273783226,48.11354094078416,151794,86281,26563,27862
4,proposed,dropB10,76.8732975560622,71.94931115952257,21.749298409728716,37.442044555015265,52.00348792008218,48.11354094078416,151794,86281,26563,27862
4,proposed,dropB1B9B10,74.7524255161657,69.66318495246644,17.296141111664568,34.94209035587089,49.1634604840419,48.11354094078416,151794,86281,26563,27862
4,proposed,L2A_real,63.01387541682452,55.38876707707876,0.03742655039485011,1.0171894382420699,29.864314620635046,48.11354094078416,151794,86281,26563,27862
