seed,kind,missing_groups,drop_set,miou,n_sets_at_m,enumerated
2,b1,6,2|3|4|6|7|8,4.3767,210,1
2,b1,6,2|3|4|6|7|9,5.1405,210,1
2,b1,6,2|3|4|6|8|9,3.0791,210,1
2,b1,6,2|3|4|7|8|9,3.1772,210,1
2,b1,6,2|3|5|6|7|8,8.8308,210,1
2,b1,6,2|3|5|6|7|9,7.8105,210,1
2,b1,6,2|3|5|6|8|9,5.1981,210,1
2,b1,6,2|3|5|7|8|9,7.5236,210,1
2,b1,6,2|3|6|7|8|9,7.3386,210,1
2,b1,6,2|4|5|6|7|8,9.3938,210,1
2,b1,6,2|4|5|6|7|9,11.7044,210,1
2,b1,6,2|4|5|6|8|9,3.6345,210,1
2,b1,6,2|4|5|7|8|9,7.1285,210,1
2,b1,6,2|4|6|7|8|9,6.5403,210,1
2,b1,6,2|5|6|7|8|9,7.7780,210,1
2,b1,6,3|4|5|6|7|8,4.2942,210,1
2,b1,6,3|4|5|6|7|9,4.2847,210,1
2,b1,6,3|4|5|6|8|9,3.6709,210,1
2,b1,6,3|4|5|7|8|9,6.1251,210,1
2,b1,6,3|4|6|7|8|9,2.0781,210,1
2,b1,6,3|5|6|7|8|9,8.7506,210,1
2,b1,6,4|5|6|7|8|9,3.8790,210,1
2,b2,0,,69.9539,1,1
2,b2,1,0,64.6830,10,1
2,b2,1,1,59.3999,10,1
2,b2,1,2,68.8471,10,1
2,b2,1,3,68.5727,10,1
2,b2,1,4,65.3113,10,1
2,b2,1,5,69.4637,10,1
2,b2,1,6,70.1305,10,1
2,b2,1,7,68.9240,10,1
2,b2,1,8,69.8336,10,1
2,b2,1,9,69.4092,10,1
2,b2,2,0|1,48.9191,45,1
2,b2,2,0|2,63.5673,45,1
2,b2,2,0|3,63.9846,45,1
2,b2,2,0|4,61.1997,45,1
2,b2,2,0|5,62.5600,45,1
2,b2,2,0|6,63.9951,45,1
2,b2,2,0|7,64.4667,45,1
2,b2,2,0|8,63.9730,45,1
2,b2,2,0|9,65.5772,45,1
2,b2,2,1|2,58.4344,45,1
2,b2,2,1|3,59.7377,45,1
2,b2,2,1|4,57.7526,45,1
2,b2,2,1|5,58.7895,45,1
2,b2,2,1|6,59.9876,45,1
2,b2,2,1|7,59.3187,45,1
2,b2,2,1|8,59.0883,45,1
2,b2,2,1|9,60.2611,45,1
2,b2,2,2|3,64.0439,45,1
2,b2,2,2|4,61.1479,45,1
2,b2,2,2|5,66.7821,45,1
2,b2,2,2|6,68.6313,45,1
2,b2,2,2|7,66.6670,45,1
2,b2,2,2|8,68.2616,45,1
2,b2,2,2|9,67.2688,45,1
2,b2,2,3|4,60.1100,45,1
2,b2,2,3|5,67.1818,45,1
2,b2,2,3|6,69.3169,45,1
2,b2,2,3|7,68.2526,45,1
2,b2,2,3|8,69.1767,45,1
2,b2,2,3|9,70.1086,45,1
2,b2,2,4|5,63.9555,45,1
2,b2,2,4|6,66.1870,45,1
2,b2,2,4|7,64.1688,45,1
2,b2,2,4|8,64.8442,45,1
2,b2,2,4|9,64.8247,45,1
2,b2,2,5|6,68.3405,45,1
2,b2,2,5|7,66.9013,45,1
2,b2,2,5|8,68.1841,45,1
2,b2,2,5|9,67.8662,45,1
2,b2,2,6|7,69.6015,45,1
2,b2,2,6|8,68.1895,45,1
2,b2,2,6|9,68.5308,45,1
2,b2,2,7|8,66.5556,45,1
2,b2,2,7|9,67.7676,45,1
2,b2,2,8|9,67.1968,45,1
2,b2,3,0|1|2,47.0423,120,1
2,b2,3,0|1|3,47.0062,120,1
2,b2,3,0|1|4,44.4993,120,1
2,b2,3,0|1|5,46.0780,120,1
2,b2,3,0|1|6,46.6202,120,1
2,b2,3,0|1|7,45.6802,120,1
2,b2,3,0|1|8,46.1403,120,1
2,b2,3,0|1|9,46.5888,120,1
2,b2,3,0|2|3,56.2488,120,1
2,b2,3,0|2|4,57.0710,120,1
2,b2,3,0|2|5,61.3965,120,1
2,b2,3,0|2|6,62.8813,120,1
2,b2,3,0|2|7,63.4501,120,1
2,b2,3,0|2|8,62.9545,120,1
2,b2,3,0|2|9,64.4640,120,1
2,b2,3,0|3|4,56.9799,120,1
2,b2,3,0|3|5,62.6455,120,1
2,b2,3,0|3|6,63.5522,120,1
2,b2,3,0|3|7,63.1586,120,1
2,b2,3,0|3|8,63.1999,120,1
2,b2,3,0|3|9,65.1796,120,1
2,b2,3,0|4|5,57.9864,120,1
2,b2,3,0|4|6,59.6060,120,1
2,b2,3,0|4|7,56.2023,120,1
2,b2,3,0|4|8,60.7487,120,1
2,b2,3,0|4|9,61.1502,120,1
2,b2,3,0|5|6,60.6506,120,1
2,b2,3,0|5|7,61.1120,120,1
2,b2,3,0|5|8,61.6831,120,1
2,b2,3,0|5|9,62.6276,120,1
2,b2,3,0|6|7,61.8575,120,1
2,b2,3,0|6|8,62.1011,120,1
2,b2,3,0|6|9,65.3233,120,1
2,b2,3,0|7|8,62.4862,120,1
2,b2,3,0|7|9,62.8437,120,1
2,b2,3,0|8|9,64.3651,120,1
2,b2,3,1|2|3,46.7129,120,1
2,b2,3,1|2|4,53.9956,120,1
2,b2,3,1|2|5,56.4234,120,1
2,b2,3,1|2|6,59.3966,120,1
2,b2,3,1|2|7,58.0752,120,1
2,b2,3,1|2|8,58.2408,120,1
2,b2,3,1|2|9,58.0659,120,1
2,b2,3,1|3|4,53.6374,120,1
2,b2,3,1|3|5,58.5835,120,1
2,b2,3,1|3|6,59.1138,120,1
2,b2,3,1|3|7,58.1920,120,1
2,b2,3,1|3|8,59.6639,120,1
2,b2,3,1|3|9,60.1533,120,1
2,b2,3,1|4|5,54.7276,120,1
2,b2,3,1|4|6,56.5862,120,1
2,b2,3,1|4|7,53.4269,120,1
2,b2,3,1|4|8,56.4610,120,1
2,b2,3,1|4|9,57.2178,120,1
2,b2,3,1|5|6,57.5421,120,1
2,b2,3,1|5|7,56.2799,120,1
2,b2,3,1|5|8,57.4189,120,1
2,b2,3,1|5|9,58.2596,120,1
2,b2,3,1|6|7,58.8236,120,1
2,b2,3,1|6|8,57.3342,120,1
2,b2,3,1|6|9,59.7032,120,1
2,b2,3,1|7|8,57.4105,120,1
2,b2,3,1|7|9,57.7353,120,1
2,b2,3,1|8|9,57.5684,120,1
2,b2,3,2|3|4,52.0260,120,1
2,b2,3,2|3|5,61.8020,120,1
2,b2,3,2|3|6,63.3805,120,1
2,b2,3,2|3|7,62.8204,120,1
2,b2,3,2|3|8,64.6229,120,1
2,b2,3,2|3|9,63.9750,120,1
2,b2,3,2|4|5,58.3565,120,1
2,b2,3,2|4|6,60.9356,120,1
2,b2,3,2|4|7,59.5921,120,1
2,b2,3,2|4|8,60.5591,120,1
2,b2,3,2|4|9,60.9395,120,1
2,b2,3,2|5|6,66.5052,120,1
2,b2,3,2|5|7,64.2348,120,1
2,b2,3,2|5|8,66.2028,120,1
2,b2,3,2|5|9,65.0784,120,1
2,b2,3,2|6|7,66.3700,120,1
2,b2,3,2|6|8,67.5155,120,1
2,b2,3,2|6|9,66.2515,120,1
2,b2,3,2|7|8,63.5233,120,1
2,b2,3,2|7|9,64.2914,120,1
2,b2,3,2|8|9,62.9010,120,1
2,b2,3,3|4|5,53.8493,120,1
2,b2,3,3|4|6,59.1382,120,1
2,b2,3,3|4|7,57.0479,120,1
2,b2,3,3|4|8,59.1963,120,1
2,b2,3,3|4|9,56.6202,120,1
2,b2,3,3|5|6,66.1349,120,1
2,b2,3,3|5|7,65.5408,120,1
2,b2,3,3|5|8,66.7139,120,1
2,b2,3,3|5|9,66.4192,120,1
2,b2,3,3|6|7,68.4249,120,1
2,b2,3,3|6|8,68.3111,120,1
2,b2,3,3|6|9,69.4580,120,1
2,b2,3,3|7|8,67.4634,120,1
2,b2,3,3|7|9,66.7455,120,1
2,b2,3,3|8|9,66.0201,120,1
2,b2,3,4|5|6,60.6700,120,1
2,b2,3,4|5|7,58.0769,120,1
2,b2,3,4|5|8,59.5981,120,1
2,b2,3,4|5|9,60.0691,120,1
2,b2,3,4|6|7,62.4703,120,1
2,b2,3,4|6|8,63.1735,120,1
2,b2,3,4|6|9,63.9023,120,1
2,b2,3,4|7|8,60.2753,120,1
2,b2,3,4|7|9,60.4041,120,1
2,b2,3,4|8|9,61.5707,120,1
2,b2,3,5|6|7,63.2190,120,1
2,b2,3,5|6|8,65.1358,120,1
2,b2,3,5|6|9,64.2749,120,1
2,b2,3,5|7|8,63.6416,120,1
2,b2,3,5|7|9,63.1839,120,1
2,b2,3,5|8|9,63.2378,120,1
2,b2,3,6|7|8,62.1662,120,1
2,b2,3,6|7|9,61.3251,120,1
2,b2,3,6|8|9,62.3825,120,1
2,b2,3,7|8|9,59.5169,120,1
2,b2,4,0|1|2|3,32.1149,210,1
2,b2,4,0|1|2|4,41.3684,210,1
2,b2,4,0|1|2|5,43.2041,210,1
2,b2,4,0|1|2|6,45.0632,210,1
2,b2,4,0|1|2|7,44.7752,210,1
2,b2,4,0|1|2|8,44.5264,210,1
2,b2,4,0|1|2|9,44.7572,210,1
2,b2,4,0|1|3|4,38.9805,210,1
2,b2,4,0|1|3|5,42.9036,210,1
2,b2,4,0|1|3|6,44.9880,210,1
2,b2,4,0|1|3|7,45.3393,210,1
2,b2,4,0|1|3|8,45.6755,210,1
2,b2,4,0|1|3|9,45.3970,210,1
2,b2,4,0|1|4|5,41.3347,210,1
2,b2,4,0|1|4|6,42.8511,210,1
2,b2,4,0|1|4|7,41.3516,210,1
2,b2,4,0|1|4|8,43.7798,210,1
2,b2,4,0|1|4|9,44.3379,210,1
2,b2,4,0|1|5|6,39.6433,210,1
2,b2,4,0|1|5|7,38.4575,210,1
2,b2,4,0|1|5|8,40.8864,210,1
2,b2,4,0|1|5|9,39.4388,210,1
2,b2,4,0|1|6|7,40.0355,210,1
2,b2,4,0|1|6|8,41.2672,210,1
2,b2,4,0|1|6|9,42.4715,210,1
2,b2,4,0|1|7|8,41.8026,210,1
2,b2,4,0|1|7|9,42.1245,210,1
2,b2,4,0|1|8|9,41.2691,210,1
2,b2,4,0|2|3|4,46.5810,210,1
2,b2,4,0|2|3|5,54.7936,210,1
2,b2,4,0|2|3|6,54.6115,210,1
2,b2,4,0|2|3|7,53.4134,210,1
2,b2,4,0|2|3|8,55.6477,210,1
2,b2,4,0|2|3|9,55.7223,210,1
2,b2,4,0|2|4|5,54.4327,210,1
2,b2,4,0|2|4|6,56.0631,210,1
2,b2,4,0|2|4|7,53.0699,210,1
2,b2,4,0|2|4|8,57.4137,210,1
2,b2,4,0|2|4|9,55.9466,210,1
2,b2,4,0|2|5|6,59.9203,210,1
2,b2,4,0|2|5|7,60.0497,210,1
2,b2,4,0|2|5|8,61.1202,210,1
2,b2,4,0|2|5|9,60.0320,210,1
2,b2,4,0|2|6|7,62.2593,210,1
2,b2,4,0|2|6|8,61.8842,210,1
2,b2,4,0|2|6|9,64.1386,210,1
2,b2,4,0|2|7|8,61.6445,210,1
2,b2,4,0|2|7|9,60.2418,210,1
2,b2,4,0|2|8|9,60.0652,210,1
2,b2,4,0|3|4|5,48.4987,210,1
2,b2,4,0|3|4|6,51.9140,210,1
2,b2,4,0|3|4|7,52.0861,210,1
2,b2,4,0|3|4|8,57.5275,210,1
2,b2,4,0|3|4|9,53.0585,210,1
2,b2,4,0|3|5|6,58.1400,210,1
2,b2,4,0|3|5|7,59.9311,210,1
2,b2,4,0|3|5|8,63.1126,210,1
2,b2,4,0|3|5|9,62.9748,210,1
2,b2,4,0|3|6|7,59.9728,210,1
2,b2,4,0|3|6|8,61.5656,210,1
2,b2,4,0|3|6|9,64.2049,210,1
2,b2,4,0|3|7|8,62.2386,210,1
2,b2,4,0|3|7|9,63.3606,210,1
2,b2,4,0|3|8|9,63.1001,210,1
2,b2,4,0|4|5|6,52.3056,210,1
2,b2,4,0|4|5|7,51.0503,210,1
2,b2,4,0|4|5|8,56.9869,210,1
2,b2,4,0|4|5|9,57.4139,210,1
2,b2,4,0|4|6|7,51.1927,210,1
2,b2,4,0|4|6|8,57.5113,210,1
2,b2,4,0|4|6|9,59.9524,210,1
2,b2,4,0|4|7|8,55.8076,210,1
2,b2,4,0|4|7|9,55.0262,210,1
2,b2,4,0|4|8|9,59.9159,210,1
2,b2,4,0|5|6|7,54.8005,210,1
2,b2,4,0|5|6|8,56.5298,210,1
2,b2,4,0|5|6|9,59.9355,210,1
2,b2,4,0|5|7|8,57.8832,210,1
2,b2,4,0|5|7|9,57.8871,210,1
2,b2,4,0|5|8|9,57.6113,210,1
2,b2,4,0|6|7|8,56.6875,210,1
2,b2,4,0|6|7|9,58.2156,210,1
2,b2,4,0|6|8|9,60.7282,210,1
2,b2,4,0|7|8|9,56.4118,210,1
2,b2,4,1|2|3|4,37.6818,210,1
2,b2,4,1|2|3|5,44.5834,210,1
2,b2,4,1|2|3|6,44.7594,210,1
2,b2,4,1|2|3|7,44.7444,210,1
2,b2,4,1|2|3|8,45.4810,210,1
2,b2,4,1|2|3|9,46.1243,210,1
2,b2,4,1|2|4|5,50.2481,210,1
2,b2,4,1|2|4|6,52.2990,210,1
2,b2,4,1|2|4|7,50.4689,210,1
2,b2,4,1|2|4|8,52.4798,210,1
2,b2,4,1|2|4|9,53.2116,210,1
2,b2,4,1|2|5|6,54.7912,210,1
2,b2,4,1|2|5|7,53.5934,210,1
2,b2,4,1|2|5|8,53.9471,210,1
2,b2,4,1|2|5|9,56.0213,210,1
2,b2,4,1|2|6|7,57.5257,210,1
2,b2,4,1|2|6|8,56.5630,210,1
2,b2,4,1|2|6|9,57.1783,210,1
2,b2,4,1|2|7|8,55.1519,210,1
2,b2,4,1|2|7|9,55.9478,210,1
2,b2,4,1|2|8|9,55.2537,210,1
2,b2,4,1|3|4|5,49.0035,210,1
2,b2,4,1|3|4|6,50.7903,210,1
2,b2,4,1|3|4|7,50.0770,210,1
2,b2,4,1|3|4|8,51.6495,210,1
2,b2,4,1|3|4|9,52.6196,210,1
2,b2,4,1|3|5|6,55.3193,210,1
2,b2,4,1|3|5|7,53.6863,210,1
2,b2,4,1|3|5|8,56.3999,210,1
2,b2,4,1|3|5|9,56.5167,210,1
2,b2,4,1|3|6|7,56.8473,210,1
2,b2,4,1|3|6|8,57.8901,210,1
2,b2,4,1|3|6|9,59.7360,210,1
2,b2,4,1|3|7|8,55.9560,210,1
2,b2,4,1|3|7|9,56.4708,210,1
2,b2,4,1|3|8|9,56.1202,210,1
2,b2,4,1|4|5|6,49.4774,210,1
2,b2,4,1|4|5|7,46.5199,210,1
2,b2,4,1|4|5|8,50.8926,210,1
2,b2,4,1|4|5|9,51.7426,210,1
2,b2,4,1|4|6|7,48.6868,210,1
2,b2,4,1|4|6|8,52.0185,210,1
2,b2,4,1|4|6|9,53.9861,210,1
2,b2,4,1|4|7|8,49.7316,210,1
2,b2,4,1|4|7|9,53.1224,210,1
2,b2,4,1|4|8|9,54.0469,210,1
2,b2,4,1|5|6|7,51.6475,210,1
2,b2,4,1|5|6|8,53.0405,210,1
2,b2,4,1|5|6|9,55.1183,210,1
2,b2,4,1|5|7|8,52.4462,210,1
2,b2,4,1|5|7|9,51.8498,210,1
2,b2,4,1|5|8|9,52.6109,210,1
2,b2,4,1|6|7|8,52.7928,210,1
2,b2,4,1|6|7|9,53.4529,210,1
2,b2,4,1|6|8|9,52.8126,210,1
2,b2,4,1|7|8|9,50.1692,210,1
2,b2,4,2|3|4|5,41.1169,210,1
2,b2,4,2|3|4|6,50.2240,210,1
2,b2,4,2|3|4|7,46.6965,210,1
2,b2,4,2|3|4|8,49.8909,210,1
2,b2,4,2|3|4|9,46.6462,210,1
2,b2,4,2|3|5|6,58.1923,210,1
2,b2,4,2|3|5|7,56.6174,210,1
2,b2,4,2|3|5|8,59.4251,210,1
2,b2,4,2|3|5|9,58.4830,210,1
2,b2,4,2|3|6|7,60.6363,210,1
2,b2,4,2|3|6|8,61.7361,210,1
2,b2,4,2|3|6|9,61.8938,210,1
2,b2,4,2|3|7|8,60.3532,210,1
2,b2,4,2|3|7|9,59.0905,210,1
2,b2,4,2|3|8|9,60.1942,210,1
2,b2,4,2|4|5|6,54.7201,210,1
2,b2,4,2|4|5|7,51.9065,210,1
2,b2,4,2|4|5|8,53.3926,210,1
2,b2,4,2|4|5|9,53.0555,210,1
2,b2,4,2|4|6|7,58.1602,210,1
2,b2,4,2|4|6|8,58.6810,210,1
2,b2,4,2|4|6|9,59.9466,210,1
2,b2,4,2|4|7|8,56.8974,210,1
2,b2,4,2|4|7|9,55.5168,210,1
2,b2,4,2|4|8|9,57.7028,210,1
2,b2,4,2|5|6|7,59.9491,210,1
2,b2,4,2|5|6|8,62.2734,210,1
2,b2,4,2|5|6|9,61.1204,210,1
2,b2,4,2|5|7|8,61.0039,210,1
2,b2,4,2|5|7|9,60.1151,210,1
2,b2,4,2|5|8|9,58.5132,210,1
2,b2,4,2|6|7|8,61.6032,210,1
2,b2,4,2|6|7|9,58.0716,210,1
2,b2,4,2|6|8|9,58.2305,210,1
2,b2,4,2|7|8|9,54.9758,210,1
2,b2,4,3|4|5|6,48.3298,210,1
2,b2,4,3|4|5|7,45.3381,210,1
2,b2,4,3|4|5|8,50.9655,210,1
2,b2,4,3|4|5|9,50.5035,210,1
2,b2,4,3|4|6|7,51.8980,210,1
2,b2,4,3|4|6|8,55.4012,210,1
2,b2,4,3|4|6|9,55.9108,210,1
2,b2,4,3|4|7|8,53.2220,210,1
2,b2,4,3|4|7|9,53.3326,210,1
2,b2,4,3|4|8|9,55.9972,210,1
2,b2,4,3|5|6|7,58.2093,210,1
2,b2,4,3|5|6|8,60.1041,210,1
2,b2,4,3|5|6|9,60.0055,210,1
2,b2,4,3|5|7|8,61.2986,210,1
2,b2,4,3|5|7|9,59.7997,210,1
2,b2,4,3|5|8|9,60.1746,210,1
2,b2,4,3|6|7|8,61.8572,210,1
2,b2,4,3|6|7|9,59.5869,210,1
2,b2,4,3|6|8|9,60.9945,210,1
2,b2,4,3|7|8|9,58.5056,210,1
2,b2,4,4|5|6|7,49.1592,210,1
2,b2,4,4|5|6|8,52.5508,210,1
2,b2,4,4|5|6|9,52.6798,210,1
2,b2,4,4|5|7|8,50.6998,210,1
2,b2,4,4|5|7|9,51.3289,210,1
2,b2,4,4|5|8|9,53.8357,210,1
2,b2,4,4|6|7|8,51.7281,210,1
2,b2,4,4|6|7|9,53.5704,210,1
2,b2,4,4|6|8|9,56.2670,210,1
2,b2,4,4|7|8|9,54.6954,210,1
2,b2,4,5|6|7|8,53.5859,210,1
2,b2,4,5|6|7|9,49.6001,210,1
2,b2,4,5|6|8|9,53.9234,210,1
2,b2,4,5|7|8|9,50.7804,210,1
2,b2,4,6|7|8|9,45.5041,210,1
2,b2,5,0|1|2|3|4,21.3228,252,1
2,b2,5,0|1|2|3|5,24.5807,252,1
2,b2,5,0|1|2|3|6,29.0542,252,1
2,b2,5,0|1|2|3|7,28.9000,252,1
2,b2,5,0|1|2|3|8,30.7347,252,1
2,b2,5,0|1|2|3|9,32.7561,252,1
2,b2,5,0|1|2|4|5,37.3975,252,1
2,b2,5,0|1|2|4|6,38.7898,252,1
2,b2,5,0|1|2|4|7,37.7300,252,1
2,b2,5,0|1|2|4|8,40.3667,252,1
2,b2,5,0|1|2|4|9,41.2294,252,1
2,b2,5,0|1|2|5|6,36.9518,252,1
2,b2,5,0|1|2|5|7,37.8645,252,1
2,b2,5,0|1|2|5|8,37.4543,252,1
2,b2,5,0|1|2|5|9,36.6395,252,1
2,b2,5,0|1|2|6|7,38.3531,252,1
2,b2,5,0|1|2|6|8,36.9133,252,1
2,b2,5,0|1|2|6|9,39.2854,252,1
2,b2,5,0|1|2|7|8,39.6344,252,1
2,b2,5,0|1|2|7|9,40.6987,252,1
2,b2,5,0|1|2|8|9,39.2417,252,1
2,b2,5,0|1|3|4|5,32.5765,252,1
2,b2,5,0|1|3|4|6,36.9335,252,1
2,b2,5,0|1|3|4|7,35.7306,252,1
2,b2,5,0|1|3|4|8,41.2791,252,1
2,b2,5,0|1|3|4|9,40.6665,252,1
2,b2,5,0|1|3|5|6,37.4118,252,1
2,b2,5,0|1|3|5|7,36.2045,252,1
2,b2,5,0|1|3|5|8,38.5456,252,1
2,b2,5,0|1|3|5|9,38.4448,252,1
2,b2,5,0|1|3|6|7,37.2468,252,1
2,b2,5,0|1|3|6|8,37.9579,252,1
2,b2,5,0|1|3|6|9,41.5948,252,1
2,b2,5,0|1|3|7|8,39.4939,252,1
2,b2,5,0|1|3|7|9,38.7136,252,1
2,b2,5,0|1|3|8|9,40.4650,252,1
2,b2,5,0|1|4|5|6,36.1273,252,1
2,b2,5,0|1|4|5|7,33.4479,252,1
2,b2,5,0|1|4|5|8,36.0511,252,1
2,b2,5,0|1|4|5|9,39.2435,252,1
2,b2,5,0|1|4|6|7,34.2569,252,1
2,b2,5,0|1|4|6|8,37.9499,252,1
2,b2,5,0|1|4|6|9,40.7885,252,1
2,b2,5,0|1|4|7|8,36.2754,252,1
2,b2,5,0|1|4|7|9,39.2873,252,1
2,b2,5,0|1|4|8|9,41.4456,252,1
2,b2,5,0|1|5|6|7,29.7929,252,1
2,b2,5,0|1|5|6|8,30.6762,252,1
2,b2,5,0|1|5|6|9,32.2904,252,1
2,b2,5,0|1|5|7|8,29.6831,252,1
2,b2,5,0|1|5|7|9,32.5529,252,1
2,b2,5,0|1|5|8|9,31.7178,252,1
2,b2,5,0|1|6|7|8,31.8004,252,1
2,b2,5,0|1|6|7|9,34.2108,252,1
2,b2,5,0|1|6|8|9,33.0244,252,1
2,b2,5,0|1|7|8|9,35.1824,252,1
2,b2,5,0|2|3|4|5,35.1968,252,1
2,b2,5,0|2|3|4|6,42.6328,252,1
2,b2,5,0|2|3|4|7,41.7559,252,1
2,b2,5,0|2|3|4|8,47.0623,252,1
2,b2,5,0|2|3|4|9,45.7465,252,1
2,b2,5,0|2|3|5|6,49.8936,252,1
2,b2,5,0|2|3|5|7,50.4959,252,1
2,b2,5,0|2|3|5|8,54.7006,252,1
2,b2,5,0|2|3|5|9,52.8848,252,1
2,b2,5,0|2|3|6|7,51.0927,252,1
2,b2,5,0|2|3|6|8,51.7843,252,1
2,b2,5,0|2|3|6|9,53.2309,252,1
2,b2,5,0|2|3|7|8,53.3926,252,1
2,b2,5,0|2|3|7|9,54.1626,252,1
2,b2,5,0|2|3|8|9,53.5761,252,1
2,b2,5,0|2|4|5|6,46.6295,252,1
2,b2,5,0|2|4|5|7,45.8760,252,1
2,b2,5,0|2|4|5|8,54.5256,252,1
2,b2,5,0|2|4|5|9,53.0697,252,1
2,b2,5,0|2|4|6|7,48.5569,252,1
2,b2,5,0|2|4|6|8,54.9193,252,1
2,b2,5,0|2|4|6|9,54.4613,252,1
2,b2,5,0|2|4|7|8,53.2491,252,1
2,b2,5,0|2|4|7|9,49.6754,252,1
2,b2,5,0|2|4|8|9,52.9047,252,1
2,b2,5,0|2|5|6|7,53.4227,252,1
2,b2,5,0|2|5|6|8,56.0509,252,1
2,b2,5,0|2|5|6|9,57.1185,252,1
2,b2,5,0|2|5|7|8,57.7131,252,1
2,b2,5,0|2|5|7|9,53.2498,252,1
2,b2,5,0|2|5|8|9,53.3915,252,1
2,b2,5,0|2|6|7|8,55.9309,252,1
2,b2,5,0|2|6|7|9,55.2523,252,1
2,b2,5,0|2|6|8|9,54.9619,252,1
2,b2,5,0|2|7|8|9,51.8237,252,1
2,b2,5,0|3|4|5|6,42.2348,252,1
2,b2,5,0|3|4|5|7,38.7778,252,1
2,b2,5,0|3|4|5|8,50.7633,252,1
2,b2,5,0|3|4|5|9,46.9334,252,1
2,b2,5,0|3|4|6|7,42.8439,252,1
2,b2,5,0|3|4|6|8,47.5069,252,1
2,b2,5,0|3|4|6|9,48.4262,252,1
2,b2,5,0|3|4|7|8,51.5478,252,1
2,b2,5,0|3|4|7|9,47.4771,252,1
2,b2,5,0|3|4|8|9,52.8448,252,1
2,b2,5,0|3|5|6|7,49.4583,252,1
2,b2,5,0|3|5|6|8,55.2245,252,1
2,b2,5,0|3|5|6|9,56.2821,252,1
2,b2,5,0|3|5|7|8,60.3441,252,1
2,b2,5,0|3|5|7|9,56.2500,252,1
2,b2,5,0|3|5|8|9,55.9439,252,1
2,b2,5,0|3|6|7|8,54.5758,252,1
2,b2,5,0|3|6|7|9,53.8066,252,1
2,b2,5,0|3|6|8|9,58.4479,252,1
2,b2,5,0|3|7|8|9,55.1677,252,1
2,b2,5,0|4|5|6|7,40.9808,252,1
2,b2,5,0|4|5|6|8,49.3122,252,1
2,b2,5,0|4|5|6|9,50.9527,252,1
2,b2,5,0|4|5|7|8,47.8337,252,1
2,b2,5,0|4|5|7|9,41.7234,252,1
2,b2,5,0|4|5|8|9,48.8838,252,1
2,b2,5,0|4|6|7|8,46.4948,252,1
2,b2,5,0|4|6|7|9,46.5358,252,1
2,b2,5,0|4|6|8|9,51.8270,252,1
2,b2,5,0|4|7|8|9,47.3724,252,1
2,b2,5,0|5|6|7|8,50.1753,252,1
2,b2,5,0|5|6|7|9,49.0006,252,1
2,b2,5,0|5|6|8|9,50.9355,252,1
2,b2,5,0|5|7|8|9,45.2970,252,1
2,b2,5,0|6|7|8|9,43.8009,252,1
2,b2,5,1|2|3|4|5,28.8064,252,1
2,b2,5,1|2|3|4|6,34.4558,252,1
2,b2,5,1|2|3|4|7,32.9066,252,1
2,b2,5,1|2|3|4|8,35.4921,252,1
2,b2,5,1|2|3|4|9,36.0061,252,1
2,b2,5,1|2|3|5|6,40.5435,252,1
2,b2,5,1|2|3|5|7,37.1809,252,1
2,b2,5,1|2|3|5|8,39.5166,252,1
2,b2,5,1|2|3|5|9,41.1876,252,1
2,b2,5,1|2|3|6|7,40.2330,252,1
2,b2,5,1|2|3|6|8,41.9572,252,1
2,b2,5,1|2|3|6|9,43.9948,252,1
2,b2,5,1|2|3|7|8,39.8448,252,1
2,b2,5,1|2|3|7|9,41.0466,252,1
2,b2,5,1|2|3|8|9,43.8370,252,1
2,b2,5,1|2|4|5|6,45.7204,252,1
2,b2,5,1|2|4|5|7,42.9895,252,1
2,b2,5,1|2|4|5|8,46.1873,252,1
2,b2,5,1|2|4|5|9,47.2972,252,1
2,b2,5,1|2|4|6|7,47.1198,252,1
2,b2,5,1|2|4|6|8,49.9876,252,1
2,b2,5,1|2|4|6|9,51.7171,252,1
2,b2,5,1|2|4|7|8,47.5346,252,1
2,b2,5,1|2|4|7|9,50.0717,252,1
2,b2,5,1|2|4|8|9,50.8119,252,1
2,b2,5,1|2|5|6|7,49.7226,252,1
2,b2,5,1|2|5|6|8,49.1960,252,1
2,b2,5,1|2|5|6|9,51.4385,252,1
2,b2,5,1|2|5|7|8,48.9901,252,1
2,b2,5,1|2|5|7|9,48.1553,252,1
2,b2,5,1|2|5|8|9,49.8646,252,1
2,b2,5,1|2|6|7|8,51.0167,252,1
2,b2,5,1|2|6|7|9,51.5731,252,1
2,b2,5,1|2|6|8|9,50.9304,252,1
2,b2,5,1|2|7|8|9,47.2801,252,1
2,b2,5,1|3|4|5|6,43.1571,252,1
2,b2,5,1|3|4|5|7,41.1023,252,1
2,b2,5,1|3|4|5|8,46.0459,252,1
2,b2,5,1|3|4|5|9,48.0587,252,1
2,b2,5,1|3|4|6|7,45.2180,252,1
2,b2,5,1|3|4|6|8,48.3239,252,1
2,b2,5,1|3|4|6|9,50.9596,252,1
2,b2,5,1|3|4|7|8,46.7228,252,1
2,b2,5,1|3|4|7|9,49.2427,252,1
2,b2,5,1|3|4|8|9,51.4143,252,1
2,b2,5,1|3|5|6|7,48.7270,252,1
2,b2,5,1|3|5|6|8,52.4575,252,1
2,b2,5,1|3|5|6|9,54.0479,252,1
2,b2,5,1|3|5|7|8,49.5985,252,1
